student_id,student_name,age,gender,country,course_id,course_name,category,price_inr,enrollment_date,device_used,payment_method,time_spent_hours,completion_pct,completion_status,certificate_issued,num_quizzes_taken,quiz_avg_score,rating,dropout_flag,last_login_date
STU00720,Melissa Phillips,15.0,Female,Canada,CRS190,Web Development Masterclass Beginner,web dev,1485.36,2025-08-14,Mobile,Debit Card,8.8,49.7,In Progress,No,8,80.2,3.9,No,2025-11-22
STU00357,Laurie Sanchez,29.0,Other,Germany,CRS173,Personal Development Masterclass Advanced,Personal Development,713.83,2026-03-13,Mobile,Credit Card,11.0,63.5,In Progress,No,0,,4.0,No,2026-04-07
STU00178,Kenneth Andrews,25.0,Male,USA,CRS110,Personal Development Masterclass Advanced,Personal Development,563.04,2025-10-03,Mobile,Wallet,4.3,16.7,In Progress,No,1,73.4,3.4,No,2026-03-21
STU00124,Joshua Gill,30.0,Male,Canada,CRS130,Business & Finance Masterclass Intermediate,Business and Finance,2575.49,2025-05-20,Mobile,Credit Card,6.0,30.0,In Progress,No,2,73.7,4.3,No,2025-08-21
STU00125,Dr. William Warren,27.0,Female,India,CRS108,Data Science Masterclass Intermediate,DataScience,5781.32,2025-06-22,Desktop,Wallet,7.0,27.3,In Progress,No,1,70.9,2.6,No,2025-09-28
STU01344,Keith Bass,,Male,USA,CRS145,IT & Software Masterclass Bootcamp,IT & Software,1563.78,2026-06-06,Mobile,Credit Card,12.4,84.2,In Progress,No,3,86.7,5.0,No,2026-08-05
STU00293,Rebecca Acosta,33.0,Male,India,CRS145,Cloud Computing Masterclass Advanced,Cloud Computing,4034.02,2025-12-01,Desktop,Wallet,7.4,39.6,In Progress,No,1,69.6,4.7,No,2026-08-26
STU00784,Kenneth Martin,21.0,Female,USA,CRS173,Graphic Design Masterclass Beginner,Graphic Design,799.79,2026-05-23,Mobile,Net Banking,199.20000000000002,92.2,In Progress,No,7,58.6,4.4,No,2026-05-25
STU01328,Carl Leach,30.0,Male,Philippines,CRS158,Digital Marketing Masterclass Advanced,digital marketing,2711.9,2026-07-01,Mobile,Debit Card,3.2,24.1,In Progress,No,3,49.4,3.8,No,2026-08-07
STU00432,Michelle Sanders,15.0,Other,Singapore,CRS197,Personal Development Masterclass Advanced,Personal Development,918.51,2026-07-29,Mobile,Wallet,15.5,90.5,In Progress,No,5,84.9,4.3,No,2026-08-27
STU00531,Patricia Johnson,20.0,Male,India,CRS123,IT & Software Masterclass Beginner,IT & Software,1711.74,2026-04-26,Desktop,Credit Card,25.3,92.1,In Progress,No,6,76.8,4.3,No,2026-06-03
STU01008,Jill Johnson,27.0,Male,Germany,CRS148,IT & Software Masterclass Advanced,IT & Software,4868.84,2026-04-28,Mobile,Wallet,3.6,29.1,In Progress,No,1,64.7,3.1,No,2026-08-17
STU01357,Albert Ibarra,27.0,Male,India,CRS155,Cloud Computing Masterclass Bootcamp,cloud computing,2685.31,2025-08-22,Desktop,Wallet,18.3,83.5,In Progress,No,4,75.6,4.7,No,2025-11-12
STU01058,Andrew Livingston,27.0,Male,Germany,CRS111,Digital Marketing Masterclass Bootcamp,digital marketing,2104.83,2026-07-28,Mobile,Debit Card,3.5,19.4,In Progress,No,0,,2.9,No,2026-09-07
STU01352,Sarah Sandoval,34.0,Female,UK,CRS128,Business & Finance Masterclass Advanced,Business & Finance,2064.75,2026-07-01,Tablet,UPI,15.5,55.1,In Progress,No,0,,4.3,No,2026-07-27
STU01051,Joshua Richardson,18.0,Other,India,CRS175,Personal Development Masterclass Bootcamp,Personal Development,1971.99,2025-07-19,Mobile,Debit Card,17.4,91.0,In Progress,No,5,76.4,4.9,No,2026-02-17
STU01283,Sarah Jennings,24.0,Female,UK,CRS148,Web Development Masterclass Intermediate,Web Development,3260.25,2026-08-02,Mobile,Wallet,11.0,49.8,In Progress,No,2,88.3,3.5,No,2026-09-10
STU00619,John Lynch,15.0,Male,,CRS106,IT & Software Masterclass Bootcamp,IT & Software,1788.92,2025-09-12,Mobile,Credit Card,15.3,64.2,In Progress,No,4,93.4,4.3,No,2026-02-11
STU00496,Jose Ramirez,35.0,Other,USA,CRS158,Cloud Computing Masterclass Bootcamp,cloud computing,6945.63,2026-02-09,Mobile,UPI,18.4,90.5,In Progress,No,1,83.7,5.0,No,2026-08-22
STU00625,Daniel Holloway,26.0,Female,UK,CRS161,Business & Finance Masterclass Bootcamp,Business and Finance,2627.16,2025-10-20,Mobile,Debit Card,3.5,18.7,In Progress,No,1,77.2,3.4,No,2026-05-22
STU01341,Mark Tyler,99.0,Male,India,CRS178,Web Development Masterclass Intermediate,Web Development ,1310.15,2026-02-17,Tablet,Wallet,22.3,97.4,Completed,Yes,5,88.0,4.6,No,2026-07-05
STU01036,Ann Montoya,21.0,Female,India,CRS165,Business & Finance Masterclass Advanced,Business & Finance,1675.18,2025-09-30,Mobile,Wallet,19.7,76.1,In Progress,No,5,83.6,4.1,No,2026-03-23
STU00196,Patrick Moore,40.0,Other,Canada,CRS138,Graphic Design Masterclass Bootcamp,graphic design,995.16,2026-04-07,Mobile,Wallet,6.8,29.8,In Progress,No,2,65.3,3.4,No,2026-09-09
STU01203,Raymond Todd,38.0,Other,India,CRS147,Web Development Masterclass Beginner,Web Development,1732.15,2026-03-11,Mobile,,8.6,38.6,In Progress,No,0,,2.7,No,2026-08-07
STU01251,Laura Lewis,30.0,Male,USA,CRS143,Personal Development Masterclass Advanced,Personal Development,1432.82,2025-03-28,Desktop,UPI,17.3,61.3,In Progress,No,1,72.9,3.7,No,2026-04-11
STU01464,Jeffrey Moyer,25.0,Other,Philippines,CRS127,Cloud Computing Masterclass Intermediate,Cloud Computing,2785.81,2026-05-05,Mobile,Debit Card,2.7,9.1,Not Started,No,1,69.0,,No,2026-05-13
STU01129,Margaret Carr,19.0,Female,India,CRS174,Business & Finance Masterclass Beginner,Business & Finance,3794.08,2026-06-20,Mobile,Credit Card,13.2,63.5,In Progress,No,3,70.5,3.6,No,2026-08-13
STU00258,Robin Santiago,28.0,Male,USA,CRS189,Business & Finance Masterclass Bootcamp,Business & Finance,2615.0,2025-08-26,Mobile,Wallet,17.2,79.2,In Progress,No,7,77.6,4.5,No,2026-01-19
STU00968,Louis Brown,22.0,Male,India,CRS152,Cloud Computing Masterclass Intermediate,cloud computing,5745.58,2026-05-20,Desktop,Debit Card,9.3,24.9,In Progress,No,1,63.9,3.5,No,2026-07-14
STU00523,Jennifer Miles,26.0,Male,UK,CRS160,Business & Finance Masterclass Beginner,Business & Finance,1795.69,2025-12-05,Desktop,Debit Card,7.6,28.3,In Progress,No,8,71.5,3.5,No,2026-06-03
STU00838,Kenneth Perez,33.0,Other,Germany,CRS101,Personal Development Masterclass Bootcamp,Personal Development,1197.18,2025-08-10,Desktop,UPI,10.0,63.4,In Progress,No,8,79.0,4.5,No,2025-10-21
STU01425,Sara James,25.0,Female,India,CRS148,IT & Software Masterclass Beginner,IT & Software,5039.65,2026-07-14,Desktop,Net Banking,6.0,25.4,In Progress,No,0,,3.3,No,2026-08-14
STU00263,Bonnie Bennett,17.0,Male,UK,CRS169,Web Development Masterclass Advanced,Web Dev,4463.5,2025-04-07,Desktop,Net Banking,10.1,57.3,In Progress,No,4,78.4,4.2,No,2025-10-02
STU00680,Mary Jackson,26.0,Male,India,CRS120,Business & Finance Masterclass Beginner,Business & Finance,1143.87,2026-04-14,Mobile,Net Banking,13.2,77.5,In Progress,No,3,72.0,4.0,No,2026-04-21
STU01454,Pamela Garrett,23.0,Other,Singapore,CRS142,Personal Development Masterclass Bootcamp,Personal Development,1538.67,2026-07-19,Mobile,Debit Card,5.9,14.7,In Progress,No,0,,2.7,No,2026-09-04
STU00913,Kristie Howe,18.0,Other,UAE,CRS177,Business & Finance Masterclass Advanced,Business & Finance,2149.2,2026-03-10,Desktop,UPI,7.5,34.2,In Progress,No,2,70.2,3.3,No,2026-05-01
STU00482,Bradley Johnson DDS,19.0,Female,Australia,CRS197,Personal Development Masterclass Intermediate,Personal Development,858.5,2025-10-19,Mobile,Wallet,16.1,83.7,In Progress,No,4,75.9,4.1,No,2026-07-26
STU00481,Kathleen Cohen,28.0,Other,UK,CRS147,Cloud Computing Masterclass Intermediate,Cloud Computing,6829.18,2026-05-14,Mobile,Net Banking,14.2,63.5,In Progress,No,6,95.4,3.5,No,2026-09-13
STU00081,Jose Schultz,26.0,Female,Singapore,CRS139,Graphic Design Masterclass Bootcamp,Graphic Design,1953.37,2026-05-04,Mobile,Wallet,5.7,34.1,In Progress,No,0,,3.7,No,2026-05-27
STU01487,Kathleen Marshall,20.0,Other,Canada,CRS125,IT & Software Masterclass Bootcamp,IT and Software,3847.07,2026-04-11,Mobile,Debit Card,7.2,22.6,In Progress,No,3,79.4,3.6,No,2026-07-23
STU00016,Derek Wright,20.0,Female,India,CRS110,Web Development Masterclass Advanced,Web Development ,2669.59,2025-10-09,Mobile,Wallet,5.1,29.8,In Progress,No,3,87.3,5.0,No,2026-08-19
STU01272,Ellen Mullen,26.0,Female,UK,CRS198,Data Science Masterclass Advanced,Data  Science,4973.95,2026-04-30,Desktop,Net Banking,7.6,21.8,In Progress,No,0,,3.7,No,2026-06-02
STU00788,Ronald Burke,33.0,Male,Nigeria,CRS163,Graphic Design Masterclass Intermediate,graphic design,1670.89,2026-08-14,Desktop,UPI,17.1,69.5,In Progress,No,4,83.9,4.3,No,2026-09-13
STU00943,Gregory Bell,20.0,Male,USA,CRS113,Data Science Masterclass Beginner,data science,4362.18,2025-09-07,Desktop,Net Banking,7.1,54.3,In Progress,No,3,79.4,3.4,No,2026-02-01
STU00911,Wendy Turner,27.0,Male,India,CRS164,Digital Marketing Masterclass Bootcamp,Digital Marketing,2073.96,2026-08-09,Mobile,Credit Card,15.1,61.6,In Progress,No,2,55.1,3.8,No,2026-09-01
STU00066,Richard Rodriguez,28.0,Male,UK,CRS187,Personal Development Masterclass Intermediate,Personal Development,1417.18,2026-06-08,Desktop,Debit Card,47.6,100.0,Completed,Yes,10,92.1,4.5,No,2026-08-29
STU01389,Kevin Carson,24.0,Female,India,CRS114,Business & Finance Masterclass Intermediate,Business & Finance,3071.18,2025-12-12,Desktop,UPI,12.3,57.5,In Progress,No,4,90.7,3.9,No,2026-02-19
STU00793,Autumn Olson,27.0,Female,UK,CRS171,Data Science Masterclass Beginner,Data Science,1567.33,2025-04-08,Mobile,Net Banking,1.8,31.6,In Progress,No,5,77.6,3.7,No,2026-05-26
STU00513,Angelica Garcia,31.0,Female,Canada,CRS148,Business & Finance Masterclass Advanced,Business and Finance,1244.42,2025-10-17,Mobile,Net Banking,4.6,9.1,Not Started,No,0,,,No,2026-06-04
STU00427,Juan Brown,15.0,Other,India,CRS113,Web Development Masterclass Beginner,Web Development,4535.45,2026-04-15,Mobile,UPI,24.1,100.0,Completed,Yes,6,100.0,4.3,No,2026-04-29
STU00059,Adam Jones,32.0,Female,USA,CRS151,Cloud Computing Masterclass Intermediate,Cloud Computing,5407.51,2026-04-06,Mobile,UPI,14.7,92.5,In Progress,No,8,84.5,4.3,No,2026-07-06
STU00397,Erica Turner,30.0,Other,India,CRS106,Cloud Computing Masterclass Intermediate,Cloud Computing,2808.47,2025-08-30,Desktop,Wallet,,42.2,In Progress,No,4,63.8,3.0,No,2026-04-16
STU00089,Sandra Kelley,26.0,Female,India,CRS142,Cloud Computing Masterclass Beginner,cloud computing,3921.63,2026-01-29,Mobile,Credit Card,11.9,80.1,In Progress,No,8,78.5,3.3,No,2026-07-14
STU00054,Matthew Mcmillan,36.0,Other,UAE,CRS199,Cloud Computing Masterclass Intermediate,cloud computing,4853.89,2025-03-23,Mobile,Debit Card,2.9,17.7,In Progress,No,0,,3.3,No,2026-06-10
STU00026,Sherry Decker,21.0,Male,USA,CRS158,Personal Development Masterclass Beginner,Personal Development,538.03,2025-09-02,Tablet,UPI,9.1,61.2,In Progress,No,2,87.6,4.1,No,2025-09-09
STU01263,Brian Navarro,23.0,Male,UK,CRS109,Web Development Masterclass Advanced,Web Dev,2887.8,2026-07-19,Mobile,Wallet,13.6,67.4,In Progress,No,5,83.9,3.5,No,2026-09-01
STU00255,Mary Escobar,36.0,Other,India,CRS179,Graphic Design Masterclass Beginner,graphic design,2039.15,2026-03-04,Mobile,Net Banking,17.6,73.5,In Progress,No,3,70.3,3.7,No,2026-04-29
STU00698,Jordan Clark,20.0,Female,India,CRS196,Graphic Design Masterclass Intermediate,Graphic Design,2209.07,2026-01-25,Mobile,Net Banking,9.1,49.0,In Progress,No,3,59.1,2.9,No,2026-06-20
STU00836,Louis Diaz,28.0,Male,Australia,CRS140,Data Science Masterclass Bootcamp,DataScience,3455.73,2025-12-27,Desktop,Wallet,17.5,99.8,Completed,Yes,6,78.4,5.0,No,2026-02-27
STU01285,Christina Perry,33.0,Female,USA,CRS180,Graphic Design Masterclass Bootcamp,Graphic Design,1499.19,2026-03-09,Mobile,UPI,10.6,60.5,In Progress,No,3,72.5,2.3,No,2026-08-15
STU00018,Ann Williams,28.0,Other,India,CRS166,Graphic Design Masterclass Intermediate,graphic design,1039.42,2025-07-10,Tablet,UPI,11.9,64.1,In Progress,No,2,79.9,3.2,No,2026-09-16
STU00537,Jennifer Morris,42.0,Male,India,CRS197,Digital Marketing Masterclass Advanced,Digital Marketing,1543.6,2025-12-29,Mobile,Wallet,13.4,54.1,In Progress,No,6,77.8,4.3,No,2026-08-26
STU00505,Steven Martin,23.0,Other,India,CRS133,Data Science Masterclass Beginner,data science,4103.54,2026-02-20,Desktop,UPI,24.2,89.8,In Progress,No,11,85.5,4.6,No,2026-04-13
STU00839,Jeffrey James,31.0,Female,Canada,CRS189,Digital Marketing Masterclass Bootcamp,digital marketing,912.65,2025-05-09,Desktop,Wallet,36.3,100.0,Completed,Yes,5,86.0,4.9,No,2025-09-20
STU00986,Anna Evans,35.0,Female,India,CRS177,Graphic Design Masterclass Bootcamp,Graphic Design,782.72,2025-11-09,Mobile,Debit Card,23.6,87.3,In Progress,No,7,70.1,5.0,No,2026-05-09
STU00351,William Evans,31.0,Male,India,CRS103,IT & Software Masterclass Intermediate,IT and Software,4189.0,2025-07-24,Mobile,UPI,11.0,63.3,In Progress,No,3,72.8,4.5,No,2026-03-15
STU00516,Sarah Barrett,15.0,Other,UK,CRS102,Cloud Computing Masterclass Advanced,Cloud Computing,4910.72,2026-01-27,Tablet,Net Banking,1.8,7.3,Not Started,No,1,51.3,,No,2026-07-28
STU00769,Reginald Diaz,28.0,Male,India,CRS122,Digital Marketing Masterclass Advanced,Digital Marketing,812.39,2025-12-24,Desktop,UPI,17.7,94.8,In Progress,No,3,74.7,4.1,No,2026-09-17
STU01310,Christopher Hicks,35.0,Other,Germany,CRS115,Data Science Masterclass Intermediate,Data Science,4668.45,2025-05-06,Desktop,,20.5,64.6,In Progress,No,3,59.1,4.6,No,2026-07-14
STU00097,Kimberly Morrison,27.0,Male,India,CRS184,IT & Software Masterclass Advanced,IT and Software,2883.53,2026-07-24,Mobile,,5.5,24.3,In Progress,No,1,74.4,4.3,No,2026-08-16
STU01009,Thomas Oconnor,23.0,Male,Nigeria,CRS109,Personal Development Masterclass Bootcamp,Personal Development,970.11,2025-11-23,Desktop,Debit Card,11.3,72.2,In Progress,No,3,90.2,4.5,No,2026-04-21
STU00444,Bradley Santana,28.0,Male,Australia,CRS166,Cloud Computing Masterclass Advanced,Cloud Computing,2049.14,2025-10-04,Mobile,Debit Card,7.6,58.2,In Progress,No,5,63.7,4.3,No,2026-01-13
STU00667,Dawn Nichols,35.0,Other,USA,CRS192,Cloud Computing Masterclass Beginner,Cloud Computing,2428.0,2026-02-18,Mobile,Credit Card,14.3,48.5,In Progress,No,3,91.8,3.8,No,2026-02-25
STU01132,Garrett Riley,19.0,Female,Singapore,CRS123,Graphic Design Masterclass Bootcamp,graphic design,832.97,2026-03-31,Desktop,Net Banking,10.5,60.8,In Progress,No,5,61.8,4.5,No,2026-08-03
STU01359,Barbara Walker,26.0,Male,India,CRS120,Web Development Masterclass Bootcamp,Web Development ,3642.73,2025-04-20,Mobile,UPI,18.0,73.8,In Progress,No,5,90.3,4.2,No,2025-11-28
STU01400,Bryan Bailey PhD,30.0,Other,UK,CRS147,Graphic Design Masterclass Advanced,graphic design,1743.44,2025-07-08,Mobile,Credit Card,37.6,95.3,Completed,Yes,2,99.9,4.4,No,2026-06-30
STU00138,Lori Guerrero,24.0,Female,India,CRS172,Personal Development Masterclass Bootcamp,Personal Development,682.08,2026-03-09,Mobile,UPI,6.0,32.6,In Progress,No,0,,3.6,No,2026-09-03
STU00250,Chris Brown,27.0,Female,USA,CRS192,IT & Software Masterclass Advanced,IT and Software,2217.46,2026-02-18,Desktop,Net Banking,5.2,17.9,In Progress,No,2,57.5,2.6,No,2026-04-27
STU00962,David Sullivan,33.0,Other,USA,CRS174,Digital Marketing Masterclass Advanced,Digital Marketing,1399.38,2025-11-27,Desktop,UPI,13.3,57.3,In Progress,No,9,73.5,2.7,No,2026-03-02
STU00352,Emily Bailey,28.0,Female,UK,CRS129,Digital Marketing Masterclass Intermediate,Digital Marketing,1643.07,2025-08-15,Mobile,Credit Card,7.9,18.2,In Progress,No,3,71.7,4.1,No,2025-11-05
STU00100,Justin Johnson,25.0,Female,Philippines,CRS112,Personal Development Masterclass Intermediate,Personal Development,819.66,2026-02-03,Mobile,Wallet,13.0,48.4,In Progress,No,6,92.0,4.0,No,2026-02-09
STU01150,Marc Marsh,23.0,Other,Germany,CRS147,Web Development Masterclass Advanced,Web Development,1690.57,2026-03-04,Mobile,Credit Card,3.5,7.5,Not Started,No,0,,,No,2026-06-17
STU00295,Lance Simmons,20.0,Female,India,CRS135,Personal Development Masterclass Bootcamp,Personal Development,774.26,2025-04-29,Desktop,Debit Card,5.4,26.7,In Progress,No,2,68.0,4.1,No,2026-03-30
STU01046,Brandy Jones,27.0,Male,India,CRS160,Graphic Design Masterclass Bootcamp,Graphic Design,2633.86,2025-06-06,Mobile,UPI,16.3,69.7,In Progress,No,0,,3.8,No,2026-09-16
STU00224,Christopher Park,24.0,Female,India,CRS182,Digital Marketing Masterclass Bootcamp,digital marketing,838.62,2026-07-12,Mobile,Debit Card,6.2,36.1,In Progress,No,2,90.8,4.1,No,2026-09-06
STU00155,Katrina Hill,32.0,Male,India,CRS192,Data Science Masterclass Advanced,data science,3742.15,2026-05-23,Desktop,Net Banking,6.3,26.1,In Progress,No,4,64.8,3.1,No,2026-07-20
STU00404,Tammy Boone,23.0,Other,Philippines,CRS124,IT & Software Masterclass Bootcamp,IT & Software,3889.25,2025-07-22,Mobile,Net Banking,6.1,8.8,Not Started,No,0,,,No,2025-10-16
STU00650,Elizabeth French,23.0,Male,UK,CRS186,Cloud Computing Masterclass Advanced,cloud computing,2503.76,2025-05-04,Mobile,UPI,31.6,100.0,Completed,Yes,8,92.5,3.3,No,2025-10-29
STU01082,Patricia Morris,35.0,Female,India,CRS122,Cloud Computing Masterclass Beginner,Cloud Computing,2941.97,2025-08-08,Mobile,Credit Card,12.3,72.5,In Progress,No,3,82.1,3.8,No,2026-01-28
STU00753,Kristen Peters,22.0,Other,UAE,CRS175,Cloud Computing Masterclass Bootcamp,cloud computing,3262.07,2026-03-31,Mobile,Net Banking,13.5,54.3,In Progress,No,3,63.6,3.3,No,2026-06-02
STU01075,Joshua Chambers,31.0,Female,India,CRS188,Cloud Computing Masterclass Intermediate,Cloud Computing,2087.83,2025-09-09,Desktop,Wallet,5.1,44.4,In Progress,No,4,79.9,3.2,No,2026-05-25
STU00933,Alexis Benson,28.0,Other,USA,CRS114,Personal Development Masterclass Advanced,Personal Development,914.11,2026-07-11,Mobile,Credit Card,7.3,23.8,In Progress,No,1,64.0,3.8,No,2026-09-08
STU01398,Elizabeth Tucker PhD,36.0,Male,Canada,CRS131,IT & Software Masterclass Intermediate,IT & Software,2977.91,2025-06-06,Mobile,,4.7,22.8,In Progress,No,0,,3.4,No,2025-11-27
STU01495,Ryan Hunt,22.0,Male,India,CRS154,IT & Software Masterclass Bootcamp,IT and Software,2598.98,2026-02-15,Desktop,,1.5,2.3,Not Started,No,0,,,No,2026-05-03
STU01112,Patricia Schwartz,15.0,Female,Nigeria,CRS174,Business & Finance Masterclass Beginner,Business & Finance,1410.64,2026-06-20,Desktop,Net Banking,5.3,31.9,In Progress,No,3,72.7,2.4,No,2026-07-27
STU00168,Nathan Malone,27.0,Other,UAE,CRS110,Business & Finance Masterclass Bootcamp,Business & Finance,2493.44,2026-06-06,Desktop,Net Banking,18.5,98.0,Completed,No,10,90.7,4.5,No,2026-07-15
STU00524,Diamond Collins,19.0,Female,India,CRS100,Cloud Computing Masterclass Bootcamp,cloud computing,2634.36,2025-04-30,Mobile,UPI,6.7,55.8,In Progress,No,0,,3.8,No,2026-01-26
STU00775,Terry Ward,36.0,Female,Germany,CRS177,Digital Marketing Masterclass Advanced,Digital Marketing,2618.8,2025-09-25,Desktop,Credit Card,10.1,47.1,In Progress,No,2,78.5,4.9,No,2025-10-10
STU01330,Brandon Guerrero,42.0,Other,India,CRS120,Personal Development Masterclass Beginner,Personal Development,1237.12,2025-04-11,Desktop,UPI,4.2,23.9,In Progress,No,0,,3.8,No,2025-06-06
STU00024,Lisa Hernandez,20.0,Male,India,CRS170,Digital Marketing Masterclass Bootcamp,Digital Marketing,1948.94,2026-06-12,Mobile,Credit Card,7.6,41.1,In Progress,No,1,58.0,5.0,No,2026-07-11
STU00597,Lisa Webb,37.0,Male,India,CRS158,Web Development Masterclass Bootcamp,Web Dev,1539.04,2026-06-26,Mobile,Wallet,1.8,24.1,In Progress,No,1,77.0,4.5,Yes,2026-07-03
STU00200,Jordan Bates,25.0,Male,India,CRS120,Digital Marketing Masterclass Beginner,digital marketing,1394.54,2025-06-25,Mobile,Wallet,6.8,16.5,In Progress,No,1,77.3,4.5,No,2025-08-18
STU00402,Michael Shaffer,38.0,Other,India,CRS144,Graphic Design Masterclass Beginner,graphic design,1153.67,2025-11-18,Desktop,Debit Card,9.3,56.3,In Progress,No,5,85.3,3.1,No,2026-08-03
STU00246,Anthony Romero,20.0,Female,Canada,CRS192,Business & Finance Masterclass Intermediate,Business & Finance,3595.89,2025-11-02,Tablet,UPI,8.0,21.3,In Progress,No,3,57.1,4.0,No,2026-02-06
STU01313,Michael Becker,15.0,Other,India,CRS125,Web Development Masterclass Intermediate,Web Development ,3262.11,2026-03-03,Mobile,Debit Card,23.0,95.6,Completed,Yes,7,79.8,3.8,No,2026-08-26
STU00884,Christopher Davis,32.0,Male,India,CRS155,Web Development Masterclass Intermediate,Web Development,3710.02,2026-01-21,Mobile,Credit Card,20.6,76.6,In Progress,No,7,60.1,4.6,No,2026-04-20
STU00852,Clinton Johnson,32.0,Other,USA,CRS105,Graphic Design Masterclass Intermediate,graphic design,1939.63,2026-01-16,Mobile,UPI,9.1,29.9,In Progress,No,5,80.7,3.2,No,2026-09-09
STU00144,Miss Debra Williams PhD,27.0,Other,Canada,CRS179,Personal Development Masterclass Bootcamp,Personal Development,1520.34,2026-01-10,Mobile,Net Banking,30.2,100.0,Completed,Yes,2,79.5,3.7,No,2026-09-05
STU00759,Katelyn Rivera,33.0,Other,Canada,CRS185,Cloud Computing Masterclass Beginner,cloud computing,3489.9,2025-04-22,Mobile,Wallet,8.3,54.6,In Progress,No,5,55.3,4.2,No,2025-06-11
STU00378,Angela Griffin,17.0,Other,Canada,CRS142,Personal Development Masterclass Intermediate,Personal Development,1580.58,2025-07-24,Desktop,Credit Card,11.7,48.0,In Progress,No,5,100.0,3.1,No,2026-06-06
STU01014,Emily Mcclain,15.0,Male,UK,CRS177,Business & Finance Masterclass Bootcamp,Business & Finance,2672.98,2026-02-22,Desktop,UPI,8.6,30.1,In Progress,No,3,67.2,3.8,No,2026-04-27
STU00582,Brian Turner,26.0,Female,USA,CRS197,Digital Marketing Masterclass Bootcamp,Digital Marketing,901.35,2025-09-28,Mobile,Debit Card,8.4,27.5,In Progress,No,3,45.5,3.5,No,2026-08-28
STU00406,Philip Ramsey,15.0,Other,Canada,CRS179,Web Development Masterclass Advanced,Web Development,4460.15,2026-01-24,Mobile,UPI,5.3,45.9,In Progress,No,4,66.9,3.9,No,2026-08-19
STU00944,Kathryn Cain,25.0,Other,India,CRS198,Business & Finance Masterclass Beginner,Business & Finance,3086.22,2026-02-05,Desktop,Net Banking,4.8,17.8,In Progress,No,2,45.5,4.2,No,2026-03-30
STU00817,Laura Green,120.0,Male,India,CRS124,Personal Development Masterclass Advanced,Personal Development,1245.54,2026-01-26,Mobile,Credit Card,16.7,100.0,Completed,Yes,5,94.4,4.7,No,2026-03-12
STU00226,Amanda Reese,38.0,Male,USA,CRS131,Personal Development Masterclass Advanced,Personal Development,1210.71,2025-10-12,Mobile,Debit Card,9.2,49.7,In Progress,No,1,75.6,3.3,No,2025-11-29
STU00850,Eddie Adams,17.0,Female,UK,CRS139,Web Development Masterclass Beginner,Web Dev,2456.41,2025-06-10,Mobile,Debit Card,33.3,92.8,In Progress,No,9,100.0,3.2,No,2025-09-24
STU01065,Brittany Crawford,34.0,Other,Germany,CRS105,Graphic Design Masterclass Beginner,Graphic Design,2115.9,2025-05-01,Desktop,Credit Card,19.2,70.8,In Progress,No,5,64.7,3.8,No,2025-07-13
STU00272,Courtney Hayes,31.0,Female,USA,CRS192,Business & Finance Masterclass Bootcamp,Business and Finance,2451.97,2025-06-03,Mobile,UPI,3.5,27.0,In Progress,No,1,78.4,3.7,No,2025-12-26
STU00639,Mary Bridges,23.0,Other,USA,CRS188,Data Science Masterclass Beginner,Data Science,5319.45,2025-10-10,Mobile,Wallet,1.8,8.4,Not Started,No,1,76.6,,No,2025-11-14
STU01336,Bruce Jackson,34.0,Female,India,CRS153,Personal Development Masterclass Intermediate,Personal Development,1841.84,2025-05-12,Desktop,Net Banking,11.7,45.2,In Progress,No,4,94.7,3.0,No,2026-01-30
STU01353,Toni Whitaker,19.0,Male,Canada,CRS175,IT & Software Masterclass Intermediate,IT and Software,5059.86,2025-05-25,Desktop,,4.2,24.7,In Progress,No,1,60.7,2.5,No,2025-10-13
STU01424,William Smith,40.0,Female,USA,CRS103,Cloud Computing Masterclass Intermediate,Cloud Computing,3971.21,2025-11-14,Mobile,UPI,5.0,13.6,In Progress,No,1,70.0,4.2,No,2026-07-27
STU01405,Nancy Brewer,28.0,Male,India,CRS106,Business & Finance Masterclass Beginner,Business & Finance,3107.64,2025-12-23,Mobile,Net Banking,8.7,43.6,In Progress,No,2,61.6,3.1,No,2026-09-06
STU00639,Mary Bridges,23.0,Other,USA,CRS188,Data Science Masterclass Beginner,Data Science,5319.45,2025-10-10,Mobile,Wallet,1.8,8.4,Not Started,No,1,76.6,,No,2025-11-14
STU00886,David Holden,33.0,Male,Canada,CRS104,Web Development Masterclass Bootcamp,Web Development ,2949.24,2026-03-16,Desktop,Credit Card,3.5,24.2,In Progress,No,1,88.9,3.0,No,2026-08-10
STU00249,Joanna Pacheco,23.0,Other,Canada,CRS148,Cloud Computing Masterclass Intermediate,cloud computing,6722.24,2025-12-30,Mobile,Debit Card,25.1,100.0,Completed,Yes,5,89.1,4.5,No,2026-07-25
STU00924,Bradley Duncan,25.0,Other,India,CRS126,Personal Development Masterclass Bootcamp,Personal Development,960.72,2025-08-15,Tablet,Debit Card,4.6,15.0,In Progress,No,0,,3.5,No,2026-01-19
STU01250,Phillip White,31.0,Male,UAE,CRS116,Web Development Masterclass Intermediate,Web Development ,4734.1,2025-10-12,Mobile,Debit Card,7.8,47.0,In Progress,No,3,76.5,2.6,No,2026-05-13
STU00660,Cheryl Rhodes,39.0,Other,Australia,CRS191,Web Development Masterclass Intermediate,Web Dev,1940.22,2025-03-26,Mobile,Credit Card,14.4,94.0,In Progress,No,5,78.5,4.1,No,2025-09-16
